end_time,f1,f2,fight_date,method,referee,round,time_format,weightclass,winner,f1_body,f1_clinch,f1_control,f1_distance,f1_dob,f1_ground,f1_head,f1_height,f1_kd,f1_leg,f1_reach,f1_record,f1_rev,f1_sapm,f1_sig_str,f1_sig_str_%,f1_slpm,f1_stance,f1_str__acc_,f1_str__def,f1_sub__avg_,f1_sub_att,f1_td,f1_td_%,f1_td_acc_,f1_td_avg_,f1_td_def_,f1_total_str,f1_weight,f2_body,f2_clinch,f2_control,f2_distance,f2_dob,f2_ground,f2_head,f2_height,f2_kd,f2_leg,f2_reach,f2_record,f2_rev,f2_sapm,f2_sig_str,f2_sig_str_%,f2_slpm,f2_stance,f2_str__acc_,f2_str__def,f2_sub__avg_,f2_sub_att,f2_td,f2_td_%,f2_td_acc_,f2_td_avg_,f2_td_def_,f2_total_str,f2_weight,gender,year
5:00,Vanessa Demopoulos,Emily Ducote,2024-05-18,Decision - Split,Chris Tognoni,3,3,strawweight,f1,18 of 25,3 of 4,0:00,106 of 289,"Sep 22, 1988",0 of 0,76 of 250,157.48,0,15 of 18,149.86,Record: 11-5-0,0,5.69,109 of 293,37%,3.98,Orthodox,41%,41%,0.6,0,0 of 3,0%,11%,0.42,30%,126 of 311,52.16,22 of 26,0 of 0,0:00,140 of 211,"Jan 01, 1994",3 of 3,86 of 150,157.48,0,35 of 38,160.02,Record: 13-9-0,0,7.84,143 of 214,66%,7.45,Orthodox,52%,57%,0.0,0,0 of 0,0,14%,0.2,94%,147 of 218,52.16,M,2024
0:49,Derrick Lewis,Rodrigo Nascimento,2024-05-11,KO/TKO,Jason Herzog,3,5,heavyweight,f1,8 of 10,13 of 16,3:23,15 of 41,"Feb 07, 1985",13 of 18,33 of 65,190.5,1,0 of 0,200.66,Record: 28-12-0 (1 NC),1,2.48,41 of 75,54%,2.48,Orthodox,50%,40%,0.0,0,1 of 4,25%,26%,0.57,52%,47 of 81,117.93,7 of 7,6 of 6,3:23,8 of 20,"Nov 26, 1992",13 of 15,16 of 30,187.96,0,4 of 4,203.2,Record: 11-2-0 (1 NC),0,4.62,27 of 41,65%,4.05,Orthodox,49%,43%,0.6,0,1 of 1,100%,37%,1.23,76%,72 of 92,111.58,M,2024
5:00,Joaquin Buckley,Nursulton Ruziboev,2024-05-11,Decision - Unanimous,Keith Peterson,3,3,welterweight,f1,14 of 17,0 of 0,5:30,15 of 50,"Apr 27, 1994",71 of 106,70 of 137,177.8,1,2 of 2,193.04,Record: 19-6-0,1,3.12,86 of 156,55%,4.25,Southpaw,36%,58%,0.0,0,4 of 4,100%,44%,1.69,69%,113 of 187,77.11,13 of 24,1 of 1,5:30,23 of 59,"Nov 19, 1993",7 of 12,17 of 46,195.58,0,1 of 2,193.04,Record: 34-9-2 (2 NC),1,4.6,31 of 72,43%,2.5,Orthodox,43%,49%,0.0,0,0 of 0,0,100%,0.77,0%,43 of 87,77.11,M,2024
0:12,Carlos Ulberg,Alonzo Menifield,2024-05-11,KO/TKO,Nick Berens,1,3,light heavyweight,f1,0 of 0,0 of 0,0:02,5 of 8,"Nov 07, 1990",2 of 3,7 of 11,193.04,1,0 of 0,195.58,Record: 11-1-0,0,3.6,7 of 11,63%,7.41,Orthodox,59%,52%,0.3,0,0 of 0,0,75%,0.95,75%,7 of 11,92.99,0 of 0,0 of 0,0:02,1 of 4,"Oct 18, 1987",0 of 0,1 of 4,182.88,0,0 of 0,193.04,Record: 15-4-1,0,3.57,1 of 4,25%,3.92,Orthodox,57%,49%,0.3,0,0 of 0,0,33%,0.67,75%,1 of 4,92.99,M,2024
4:51,Diego Ferreira,Mateusz Rebecki,2024-05-11,KO/TKO,Gary Copeland,3,3,lightweight,f1,28 of 51,0 of 1,2:12,94 of 203,"Jan 18, 1985",29 of 37,94 of 189,175.26,0,1 of 1,187.96,Record: 19-5-0,0,3.43,123 of 241,51%,5.04,Orthodox,39%,56%,0.6,0,3 of 3,100%,30%,0.96,60%,151 of 272,70.31,11 of 21,0 of 0,2:12,46 of 129,"Nov 03, 1992",6 of 8,34 of 109,170.18,1,7 of 7,167.64,Record: 19-2-0,0,4.15,52 of 137,37%,4.69,Southpaw,48%,54%,1.0,0,4 of 5,80%,75%,4.12,33%,60 of 146,70.31,M,2024
5:00,Sean Woodson,Alex Caceres,2024-05-11,Decision - Unanimous,Jason Herzog,3,3,featherweight,f1,19 of 28,3 of 4,0:00,98 of 222,"Jun 07, 1992",0 of 0,61 of 171,187.96,0,21 of 27,198.12,Record: 12-1-1,0,4.19,101 of 226,44%,5.58,Orthodox,46%,58%,0.4,0,0 of 0,0,62%,0.66,84%,101 of 226,65.77,28 of 40,3 of 7,0:00,79 of 190,"Jun 20, 1988",0 of 0,43 of 143,177.8,0,11 of 14,185.42,Record: 21-15-0 (1 NC),0,3.09,82 of 197,41%,4.21,Southpaw,49%,62%,0.7,0,0 of 0,0,68%,0.54,64%,85 of 200,65.77,M,2024
5:00,Waldo Cortes-Acosta,Robelis Despaigne,2024-05-11,Decision - Unanimous,Josh Stewart,3,3,heavyweight,f1,0 of 0,0 of 1,9:49,15 of 24,"Oct 03, 1991",37 of 76,44 of 92,193.04,0,8 of 9,198.12,Record: 12-1-0,0,3.6,52 of 101,51%,5.64,Orthodox,48%,52%,0.2,1,3 of 4,75%,60%,0.55,60%,130 of 204,117.93,2 of 3,0 of 1,9:49,26 of 51,"Sep 09, 1988",0 of 0,11 of 36,200.66,0,13 of 13,213.36,Record: 5-1-0,0,3.53,26 of 52,50%,2.16,Orthodox,54%,49%,0.0,0,0 of 0,0,0%,0.0,25%,28 of 59,120.2,M,2024
3:00,Chase Hooper,Viacheslav Borshchev,2024-05-11,Submission,Keith Peterson,2,3,lightweight,f1,4 of 5,0 of 0,6:03,4 of 23,"Sep 13, 1999",58 of 86,58 of 104,185.42,1,0 of 0,187.96,Record: 14-3-1,0,3.33,62 of 109,56%,5.08,Southpaw,52%,36%,2.3,2,1 of 1,100%,24%,1.45,55%,129 of 217,70.31,0 of 0,0 of 0,6:03,2 of 6,"Jan 08, 1992",0 of 0,1 of 5,180.34,0,1 of 1,175.26,Record: 7-4-1,0,4.49,2 of 6,33%,5.18,Orthodox,58%,54%,0.0,0,0 of 0,0,0%,0.0,35%,2 of 6,70.31,M,2024
0:37,Esteban Ribovics,Terrance McKinney,2024-05-11,KO/TKO,Gary Copeland,1,3,lightweight,f1,1 of 2,1 of 2,0:00,4 of 10,"Apr 27, 1996",0 of 0,3 of 8,177.8,1,1 of 2,175.26,Record: 13-1-0,0,3.49,5 of 12,41%,6.2,Orthodox,52%,53%,0.5,0,0 of 0,0,66%,0.93,60%,5 of 12,70.31,2 of 2,2 of 2,0:00,3 of 16,"Sep 15, 1994",0 of 0,3 of 16,177.8,0,0 of 0,185.42,Record: 15-7-0,0,2.63,5 of 18,27%,4.53,Switch,50%,45%,1.0,0,0 of 0,0,36%,3.45,85%,5 of 18,70.31,M,2024
5:00,Tabatha Ricci,Tecia Pennington,2024-05-11,Decision - Split,Nick Berens,3,3,strawweight,f1,9 of 19,6 of 8,5:15,48 of 135,"Feb 21, 1995",0 of 0,32 of 105,154.94,0,13 of 19,154.94,Record: 10-2-0,0,4.94,54 of 143,37%,4.28,Orthodox,37%,60%,0.2,0,1 of 10,10%,35%,2.99,77%,94 of 186,52.16,6 of 14,10 of 26,5:15,70 of 193,"Aug 16, 1989",0 of 0,64 of 194,154.94,0,10 of 11,152.4,Record: 13-7-0,0,3.59,80 of 219,36%,4.78,Orthodox,47%,61%,0.1,0,0 of 2,0%,14%,0.61,65%,92 of 231,52.16,M,2024
5:00,Trey Waters,Billy Ray Goff,2024-05-11,Decision - Unanimous,Josh Stewart,3,3,welterweight,f1,7 of 13,2 of 2,0:00,94 of 223,"Feb 21, 1995",0 of 0,88 of 211,195.58,0,1 of 1,195.58,Record: 9-1-0,1,5.61,96 of 225,42%,6.43,Orthodox,44%,56%,0.9,1,0 of 1,0%,33%,0.44,85%,107 of 236,77.11,18 of 33,8 of 13,0:00,108 of 236,"Jun 18, 1998",0 of 0,64 of 176,177.8,0,34 of 40,182.88,Record: 9-3-0,0,5.71,116 of 249,46%,8.56,Switch,46%,59%,0.0,0,1 of 12,8%,17%,2.01,100%,129 of 265,77.11,M,2024
5:00,Charles Johnson,Jake Hadley,2024-05-11,Decision - Unanimous,Gary Copeland,3,3,flyweight,f1,12 of 18,0 of 2,0:19,66 of 159,"Jan 10, 1991",4 of 7,36 of 125,175.26,1,22 of 25,177.8,Record: 15-6-0,0,3.16,70 of 168,41%,4.48,Switch,52%,59%,0.6,0,0 of 0,0,23%,0.41,67%,88 of 188,56.7,15 of 22,2 of 4,0:19,46 of 124,"Aug 03, 1996",0 of 0,15 of 86,170.18,0,18 of 20,177.8,Record: 10-3-0,0,3.56,48 of 128,37%,3.36,Southpaw,42%,60%,1.7,0,0 of 11,0%,6%,0.24,35%,50 of 130,56.7,M,2024
5:00,Veronica Hardy,JJ Aldrich,2024-05-11,Decision - Unanimous,Josh Stewart,3,3,flyweight,f1,3 of 6,6 of 9,0:01,30 of 68,"Oct 30, 1995",0 of 1,22 of 60,162.56,0,11 of 12,162.56,Record: 9-4-1,0,3.75,36 of 78,46%,3.13,Southpaw,45%,47%,0.3,0,0 of 0,0,41%,1.08,60%,69 of 113,56.7,8 of 11,8 of 9,0:01,15 of 47,"Sep 29, 1992",4 of 7,19 of 51,165.1,0,0 of 1,170.18,Record: 13-7-0,0,4.38,27 of 63,42%,3.88,Southpaw,46%,60%,0.0,0,0 of 2,0%,23%,0.66,66%,38 of 76,56.7,M,2024
5:00,Alexandre Pantoja,Steve Erceg,2024-05-04,Decision - Unanimous,Marc Goddard,5,5,flyweight,f1,33 of 39,14 of 16,8:15,96 of 207,"Apr 16, 1990",15 of 19,75 of 184,165.1,0,17 of 19,170.18,Record: 28-5-0,0,3.97,125 of 242,51%,4.41,Orthodox,49%,50%,0.8,0,9 of 19,47%,47%,2.61,68%,143 of 262,56.7,16 of 23,3 of 4,8:15,107 of 207,"Jul 27, 1995",1 of 1,87 of 181,172.72,0,8 of 8,172.72,Record: 12-2-0,1,4.2,111 of 212,52%,4.52,Orthodox,49%,52%,0.5,0,1 of 6,16%,26%,1.24,60%,129 of 233,56.7,M,2024
5:00,Jose Aldo,Jonathan Martinez,2024-05-04,Decision - Unanimous,Mike Beltran,3,3,bantamweight,f1,26 of 33,5 of 5,1:45,70 of 132,"Sep 09, 1986",2 of 2,41 of 96,170.18,0,10 of 10,177.8,Record: 32-8-0,0,3.73,77 of 139,55%,3.63,Orthodox,46%,60%,0.1,0,1 of 2,50%,53%,0.51,91%,101 of 174,61.23,9 of 15,1 of 1,1:45,50 of 116,"Apr 20, 1994",1 of 1,36 of 96,172.72,0,7 of 7,177.8,Record: 19-5-0,0,3.87,52 of 118,44%,4.54,Southpaw,49%,57%,0.1,0,0 of 2,0%,35%,0.41,68%,80 of 151,61.23,M,2024
2:00,Anthony Smith,Vitor Petrino,2024-05-04,Submission,Osiris Maia,1,3,light heavyweight,f1,0 of 0,0 of 0,0:00,11 of 20,"Jul 26, 1988",0 of 0,7 of 15,193.04,0,4 of 5,193.04,Record: 38-19-0,0,4.47,11 of 20,55%,3.23,Orthodox,48%,46%,0.7,1,0 of 0,0,26%,0.49,49%,11 of 20,92.99,4 of 6,0 of 0,0:00,10 of 22,"Aug 28, 1997",0 of 0,4 of 14,187.96,0,2 of 2,195.58,Record: 11-1-0,0,2.58,10 of 22,45%,2.82,Orthodox,45%,45%,0.8,0,1 of 2,50%,66%,3.98,71%,10 of 22,92.99,M,2024
0:54,Michel Pereira,Ihor Potieria,2024-05-04,Submission,Fernando Portella,1,3,middleweight,f1,2 of 3,0 of 0,0:09,2 of 6,"Oct 06, 1993",4 of 4,4 of 7,185.42,0,0 of 0,185.42,Record: 31-11-0 (2 NC),0,3.7,6 of 10,60%,5.16,Orthodox,54%,58%,0.8,1,0 of 0,0,55%,1.53,94%,6 of 10,83.91,1 of 2,0 of 0,0:09,2 of 3,"May 29, 1996",0 of 0,0 of 0,190.5,0,1 of 1,190.5,Record: 20-6-0,0,5.04,2 of 3,66%,5.13,Southpaw,50%,51%,0.0,0,0 of 0,0,0%,0.0,57%,2 of 3,83.91,M,2024
2:10,Caio Borralho,Paul Craig,2024-05-04,KO/TKO,Marc Goddard,2,3,middleweight,f1,3 of 5,1 of 1,0:19,35 of 49,"Jan 16, 1993",0 of 0,29 of 41,185.42,1,4 of 4,190.5,Record: 16-1-0 (1 NC),0,2.06,36 of 50,72%,2.91,Southpaw,60%,60%,0.5,0,0 of 0,0,63%,1.99,76%,43 of 57,83.91,12 of 23,0 of 0,0:19,22 of 48,"Nov 27, 1987",0 of 0,4 of 19,190.5,0,6 of 6,193.04,Record: 17-8-1,0,2.97,22 of 48,45%,2.45,Orthodox,46%,44%,1.6,0,0 of 6,0%,20%,1.68,37%,22 of 50,83.91,M,2024
3:35,Joanderson Brito,Jack Shore,2024-05-04,KO/TKO,Joao Claudio Soares,2,3,featherweight,f1,4 of 4,10 of 10,5:09,20 of 46,"Feb 11, 1995",0 of 0,4 of 29,172.72,0,22 of 23,182.88,Record: 17-3-1,0,2.65,30 of 56,53%,3.35,Orthodox,51%,46%,0.6,0,1 of 1,100%,76%,3.11,62%,57 of 86,65.77,7 of 7,14 of 15,5:09,10 of 25,"Feb 06, 1995",0 of 0,16 of 32,172.72,0,1 of 1,180.34,Record: 17-2-0,0,2.32,24 of 40,60%,3.75,Orthodox,58%,56%,0.7,0,0 of 2,0%,38%,3.1,76%,31 of 47,65.77,M,2024
5:00,Iasmin Lucindo,Karolina Kowalkiewicz,2024-05-04,Decision - Unanimous,Osiris Maia,3,3,strawweight,f1,23 of 28,13 of 18,5:56,57 of 105,"Jan 08, 2002",13 of 13,53 of 100,160.02,0,7 of 8,167.64,Record: 16-5-0,0,3.11,83 of 136,61%,3.95,Orthodox,46%,66%,0.3,0,2 of 6,33%,53%,2.23,80%,91 of 144,52.16,15 of 22,2 of 3,5:56,40 of 108,"Oct 15, 1985",0 of 0,17 of 73,160.02,0,10 of 16,162.56,Record: 16-8-0,0,5.55,42 of 111,37%,5.71,Orthodox,43%,58%,0.2,0,0 of 2,0%,23%,0.34,73%,47 of 119,52.16,M,2024
5:00,Myktybek Orolbai,Elves Brener,2024-05-04,Decision - Unanimous,Fernando Portella,3,3,lightweight,f1,10 of 11,3 of 3,7:12,32 of 76,"Feb 10, 1998",30 of 40,52 of 103,177.8,1,3 of 5,187.96,Record: 13-1-1,0,2.56,65 of 119,54%,3.02,Orthodox,52%,47%,0.6,0,5 of 17,29%,44%,7.44,50%,83 of 138,70.31,7 of 12,2 of 3,7:12,35 of 75,"Sep 27, 1997",11 of 13,24 of 61,177.8,0,17 of 18,182.88,Record: 16-4-0,2,4.82,48 of 91,52%,4.19,Orthodox,47%,52%,0.0,0,3 of 6,50%,31%,1.59,75%,79 of 125,70.31,M,2024
5:00,Drakkar Klose,Joaquim Silva,2024-05-04,Decision - Unanimous,Marc Goddard,3,3,lightweight,f1,22 of 30,26 of 32,5:33,44 of 91,"Mar 09, 1988",0 of 0,40 of 82,175.26,0,8 of 11,177.8,Record: 15-2-1,0,3.46,70 of 123,56%,4.37,Orthodox,55%,51%,0.0,0,0 of 7,0%,26%,1.58,69%,96 of 151,70.31,21 of 27,22 of 26,5:33,33 of 63,"Feb 05, 1989",4 of 4,25 of 53,172.72,1,13 of 13,175.26,Record: 13-6-0,0,4.53,59 of 93,63%,3.66,Southpaw,43%,53%,0.8,1,0 of 1,0%,50%,0.39,69%,143 of 179,70.31,M,2024
4:42,Mauricio Ruffy,Jamie Mullarkey,2024-05-04,KO/TKO,Osiris Maia,1,3,lightweight,f1,0 of 1,1 of 1,0:04,22 of 37,"Jun 17, 1996",2 of 2,21 of 35,180.34,1,4 of 4,190.5,Record: 10-1-0,0,3.8,25 of 40,62%,4.88,Orthodox,59%,59%,0.0,0,0 of 1,0%,0%,0.0,100%,25 of 40,70.31,4 of 6,0 of 0,0:04,14 of 38,"Aug 17, 1994",0 of 0,7 of 28,182.88,0,3 of 4,187.96,Record: 17-8-0,0,4.53,14 of 38,36%,4.39,Orthodox,46%,53%,0.1,0,0 of 0,0,34%,2.31,78%,14 of 38,70.31,M,2024
5:00,Dione Barbosa,Ernesta Kareckaite,2024-05-04,Decision - Unanimous,Fernando Portella,3,3,flyweight,f1,14 of 17,2 of 2,3:51,33 of 65,"May 08, 1992",4 of 4,21 of 49,167.64,0,4 of 5,167.64,Record: 7-2-0,1,2.86,39 of 71,54%,2.2,Orthodox,54%,66%,3.1,1,2 of 11,18%,25%,2.3,0%,87 of 124,56.7,8 of 15,1 of 1,3:51,44 of 132,"Jul 05, 1998",8 of 23,39 of 127,175.26,0,6 of 14,180.34,Record: 5-1-1,3,6.9,53 of 156,33%,7.9,Orthodox,42%,43%,0.0,0,1 of 1,100%,66%,1.0,86%,100 of 220,56.7,M,2024
5:00,Ismael Bonfim,Vinc Pichel,2024-05-04,Decision - Unanimous,Mike Beltran,3,3,lightweight,f1,13 of 20,2 of 4,0:30,107 of 209,"Dec 28, 1995",2 of 3,80 of 176,172.72,0,18 of 20,180.34,Record: 20-4-0,0,3.16,111 of 216,51%,5.8,Orthodox,54%,70%,0.0,0,1 of 2,50%,33%,1.07,76%,112 of 217,70.31,14 of 24,0 of 1,0:30,60 of 140,"Nov 23, 1982",1 of 1,26 of 93,177.8,0,21 of 25,182.88,Record: 14-4-0,0,3.05,61 of 142,42%,3.62,Orthodox,46%,55%,0.2,0,1 of 2,50%,54%,2.78,25%,64 of 147,70.31,M,2024
1:35,Alessandro Costa,Kevin Borjas,2024-05-04,KO/TKO,Joao Claudio Soares,2,3,flyweight,f1,2 of 5,1 of 3,0:43,25 of 55,"Jan 28, 1996",20 of 28,32 of 66,162.56,1,12 of 15,170.18,Record: 14-4-0,0,3.5,46 of 86,53%,4.14,Orthodox,47%,57%,0.0,0,0 of 2,0%,12%,0.27,90%,60 of 104,56.7,5 of 10,0 of 1,0:43,18 of 55,"Dec 06, 1997",0 of 0,12 of 45,165.1,0,1 of 1,172.72,Record: 9-3-0,0,6.7,18 of 56,32%,4.92,Orthodox,40%,49%,0.0,0,0 of 2,0%,0%,0.0,61%,18 of 56,56.7,M,2024
2:16,Alex Perez,Matheus Nicolau,2024-04-27,KO/TKO,Mark Smith,2,5,flyweight,f1,8 of 11,0 of 0,0:02,28 of 71,"Mar 21, 1992",0 of 0,11 of 50,167.64,1,9 of 10,165.1,Record: 25-8-0,0,3.13,28 of 71,39%,4.1,Orthodox,45%,59%,0.9,0,0 of 0,0,44%,2.06,82%,28 of 71,56.7,4 of 5,0 of 0,0:02,22 of 55,"Jan 06, 1993",0 of 0,13 of 44,167.64,0,5 of 6,167.64,Record: 19-5-1,0,3.19,22 of 55,40%,3.62,Orthodox,52%,66%,0.8,0,0 of 0,0,45%,1.38,93%,22 of 55,56.7,M,2024
3:16,Bogdan Guskov,Ryan Spann,2024-04-27,KO/TKO,Herb Dean,2,3,light heavyweight,f1,0 of 0,0 of 0,0:20,17 of 31,"Sep 12, 1992",14 of 17,30 of 47,190.5,1,1 of 1,193.04,Record: 16-3-0,0,3.7,31 of 48,64%,3.13,Orthodox,48%,47%,0.0,0,0 of 0,0,0%,0.0,66%,49 of 67,92.99,3 of 6,2 of 2,0:20,11 of 34,"Aug 24, 1991",2 of 2,10 of 30,195.58,0,2 of 2,200.66,Record: 21-10-0,0,3.89,15 of 38,39%,3.25,Orthodox,40%,44%,1.5,1,1 of 3,33%,35%,1.34,47%,20 of 44,92.99,M,2024
5:00,Karine Silva,Ariane da Silva,2024-04-27,Decision - Unanimous,Jason Herzog,3,3,flyweight,f1,9 of 32,2 of 4,7:32,21 of 65,"Dec 02, 1993",4 of 6,8 of 29,165.1,0,10 of 14,170.18,Record: 18-4-0,0,3.12,27 of 75,36%,2.67,Orthodox,35%,49%,2.2,0,5 of 6,83%,72%,3.59,0%,53 of 120,56.7,22 of 29,8 of 11,7:32,31 of 66,"Jan 26, 1994",3 of 4,12 of 37,167.64,0,8 of 15,170.18,Record: 17-9-0,0,3.96,42 of 81,51%,4.1,Orthodox,41%,53%,0.3,0,0 of 0,0,55%,0.56,71%,89 of 153,56.7,M,2024
2:12,Jhonata Diniz,Austen Lane,2024-04-27,KO/TKO,Mark Smith,2,3,heavyweight,f1,4 of 4,4 of 8,0:32,16 of 25,"Jun 23, 1991",0 of 0,15 of 28,193.04,1,1 of 1,200.66,Record: 7-0-0,0,3.92,20 of 33,60%,4.31,Orthodox,48%,45%,0.0,0,0 of 0,0,0%,0.0,80%,31 of 45,115.21,2 of 3,0 of 0,0:32,11 of 25,"Nov 09, 1987",6 of 12,15 of 34,198.12,0,0 of 0,203.2,Record: 12-5-0 (1 NC),0,2.81,17 of 37,45%,3.43,Orthodox,46%,44%,0.0,0,1 of 4,25%,20%,1.03,0%,43 of 73,111.13,M,2024
5:00,David Onama,Jonathan Pearce,2024-04-27,Decision - Unanimous,Chris Tognoni,3,3,featherweight,f1,6 of 8,4 of 5,2:15,54 of 99,"Jun 07, 1994",0 of 0,50 of 94,180.34,0,2 of 2,187.96,Record: 12-2-0,5,5.1,58 of 104,55%,5.04,Orthodox,48%,52%,0.5,1,0 of 1,0%,17%,0.67,52%,66 of 115,65.77,13 of 19,1 of 1,2:15,44 of 114,"May 01, 1992",12 of 14,37 of 102,182.88,0,7 of 8,180.34,Record: 14-6-0,1,3.43,57 of 129,44%,5.32,Switch,54%,54%,0.8,1,5 of 14,35%,50%,5.24,58%,87 of 165,65.77,M,2024
2:09,Uros Medic,Tim Means,2024-04-27,KO/TKO,Herb Dean,1,3,welterweight,f1,1 of 1,1 of 2,0:04,5 of 9,"Apr 25, 1993",1 of 1,5 of 10,185.42,1,1 of 1,180.34,Record: 10-2-0,0,3.18,7 of 12,58%,5.51,Southpaw,60%,58%,0.0,0,0 of 1,0%,50%,0.38,55%,11 of 16,77.11,5 of 6,2 of 3,0:04,5 of 14,"Feb 20, 1984",0 of 0,1 of 10,187.96,0,1 of 1,190.5,Record: 33-16-1 (1 NC),0,3.64,7 of 17,41%,5.08,Orthodox,49%,60%,0.2,0,0 of 3,0%,40%,1.16,65%,10 of 21,77.11,M,2024
2:36,Victor Henry,Rani Yahya,2024-04-27,KO/TKO,Jason Herzog,3,3,bantamweight,f1,21 of 24,2 of 5,3:09,89 of 173,"May 04, 1987",18 of 27,84 of 176,170.18,2,4 of 5,172.72,Record: 24-6-0 (1 NC),0,5.62,109 of 205,53%,8.34,Switch,54%,47%,0.5,0,0 of 2,0%,0%,0.0,83%,150 of 260,61.23,6 of 9,3 of 4,3:09,51 of 105,"Sep 12, 1984",0 of 0,28 of 76,167.64,0,20 of 24,170.18,Record: 28-12-1 (1 NC),0,2.08,54 of 109,49%,1.71,Orthodox,38%,50%,1.8,0,0 of 10,0%,30%,2.73,29%,56 of 111,61.23,M,2024
5:00,Austin Hubbard,Michal Figlak,2024-04-27,Decision - Unanimous,Chris Tognoni,3,3,lightweight,f1,22 of 29,3 of 3,0:48,85 of 203,"Dec 22, 1991",0 of 0,55 of 162,177.8,0,11 of 15,180.34,Record: 17-7-0,0,3.74,88 of 206,42%,4.11,Orthodox,45%,56%,0.0,0,3 of 7,42%,50%,1.75,65%,99 of 220,70.31,16 of 19,4 of 6,0:48,88 of 204,"Aug 15, 1996",0 of 0,60 of 173,177.8,0,16 of 18,177.8,Record: 8-2-0,0,4.93,92 of 210,43%,4.0,Orthodox,39%,52%,0.0,0,0 of 3,0%,12%,0.5,57%,100 of 218,70.31,M,2024
5:00,Don'Tale Mayes,Caio Machado,2024-04-27,Decision - Unanimous,Mark Smith,3,3,heavyweight,f1,18 of 29,0 of 1,0:36,67 of 181,"Jan 16, 1992",0 of 1,42 of 140,198.12,1,7 of 14,205.74,Record: 11-6-0 (1 NC),0,3.96,67 of 183,36%,3.69,Orthodox,43%,47%,0.0,0,0 of 0,0,43%,0.71,60%,73 of 190,117.93,25 of 33,1 of 1,0:36,75 of 158,"Jul 20, 1994",0 of 0,33 of 103,193.04,0,18 of 23,198.12,Record: 8-3-1,0,2.73,76 of 159,47%,6.07,Southpaw,58%,63%,0.0,0,0 of 0,0,0%,0.0,82%,77 of 160,113.4,M,2024
5:00,Ketlen Souza,Marnic Mann,2024-04-27,Decision - Unanimous,Jason Herzog,3,3,strawweight,f1,28 of 33,7 of 9,3:11,71 of 105,"Aug 18, 1994",2 of 2,38 of 69,160.02,0,14 of 14,160.02,Record: 14-4-0,1,2.03,80 of 116,68%,4.78,Orthodox,68%,60%,0.0,0,1 of 2,50%,50%,0.9,50%,93 of 132,52.16,5 of 10,2 of 2,3:11,28 of 73,"Mar 05, 1993",1 of 2,8 of 39,152.4,0,18 of 28,162.56,Record: 6-3-0,1,5.08,31 of 77,40%,1.47,Southpaw,41%,31%,0.4,1,2 of 5,40%,33%,1.9,25%,111 of 159,52.16,M,2024
4:33,Chris Padilla,James Llontop,2024-04-27,Submission,Herb Dean,1,3,lightweight,f1,1 of 3,2 of 2,1:20,9 of 23,"Sep 14, 1995",1 of 1,6 of 18,175.26,0,5 of 5,187.96,Record: 14-6-0,0,4.18,12 of 26,46%,2.64,Orthodox,46%,52%,3.3,1,3 of 3,100%,100%,9.89,0%,14 of 29,70.31,2 of 4,0 of 0,1:20,19 of 40,"Aug 02, 1999",0 of 0,7 of 25,182.88,0,10 of 11,185.42,Record: 14-3-0,0,2.1,19 of 40,47%,4.76,Orthodox,52%,70%,0.0,0,0 of 0,0,0%,0.0,50%,19 of 40,70.31,M,2024
1:29,Ivana Petrovic,Liang Na,2024-04-27,Submission,Chris Tognoni,3,3,flyweight,f1,8 of 10,2 of 4,5:37,8 of 33,"Jun 11, 1994",26 of 36,28 of 63,172.72,0,0 of 0,177.8,Record: 7-1-0,1,2.45,36 of 73,49%,2.19,Southpaw,42%,53%,1.7,1,3 of 4,75%,50%,2.83,60%,101 of 150,56.7,10 of 11,1 of 4,5:37,23 of 48,"Jul 27, 1996",0 of 0,8 of 34,165.1,0,6 of 7,170.18,Record: 19-8-0,1,3.95,24 of 52,46%,1.99,Orthodox,42%,36%,0.5,0,1 of 2,50%,58%,3.6,25%,49 of 89,56.7,M,2024
5:00,Maheshate,Gabriel Benitez,2024-04-27,Decision - Split,Jason Herzog,3,3,lightweight,f1,26 of 47,4 of 8,0:03,93 of 304,"Dec 01, 1999",0 of 0,67 of 261,182.88,0,4 of 4,180.34,Record: 10-3-0,0,5.76,97 of 312,31%,3.9,Orthodox,28%,53%,0.0,0,0 of 0,0,0%,0.0,45%,97 of 312,70.31,13 of 21,1 of 4,0:03,120 of 291,"Jun 15, 1988",0 of 0,81 of 247,172.72,0,27 of 27,180.34,Record: 23-13-0,0,4.49,121 of 295,41%,5.26,Southpaw,41%,63%,0.9,0,0 of 0,0,50%,0.22,55%,121 of 296,70.31,M,2024
3:14,Alex Pereira,Jamahal Hill,2024-04-13,KO/TKO,Jason Herzog,1,5,light heavyweight,f1,6 of 6,0 of 0,0:07,13 of 16,"Jul 07, 1987",11 of 14,12 of 15,193.04,1,6 of 9,200.66,Record: 10-2-0,0,3.65,24 of 30,80%,5.1,Orthodox,62%,50%,0.4,0,0 of 0,0,100%,0.18,70%,24 of 30,92.99,3 of 6,0 of 0,0:07,12 of 22,"May 19, 1991",0 of 0,1 of 7,193.04,0,8 of 9,200.66,Record: 12-2-0 (1 NC),0,3.51,12 of 22,54%,7.18,Southpaw,54%,46%,0.0,0,0 of 0,0,0%,0.0,73%,12 of 22,92.99,M,2024
