name,height,weight,reach,slpm,str_acc_%,sapm,str_def_%,td_avg,td_acc_%,td_def_%,sub_avg,stance,cluster
Roldan Sangcha'an,162.56,125.0,65.40893385564144,2.71,46,2.15,51,1.94,60,68,0.0,Orthodox,5
Nolan Ticman,167.64000000000001,125.0,67.5215887717411,2.57,47,2.53,67,0.0,0,60,0.0,Orthodox,2
Hatsu Hioki,180.34,145.0,73.0,2.42,42,2.12,65,2.55,56,54,0.6,Orthodox,5
Lisa Ellis,162.56,115.0,65.40893385564144,1.68,48,2.32,57,4.19,63,50,0.6,Orthodox,5
Dylan Andrews,185.42000000000002,185.0,74.0,2.21,50,2.72,46,2.83,50,57,0.4,Unorthodox,5
Vik Grujic,180.34,170.0,73.0,2.24,48,3.39,41,1.18,33,26,0.4,Orthodox,2
Alptekin Ozkilic,165.1,125.0,65.0,3.81,32,5.72,59,4.21,58,75,0.0,Orthodox,5
Quinton Jackson,185.42000000000002,205.0,73.0,3.25,54,2.51,55,1.52,56,73,0.1,Orthodox,5
David Michaud,175.26,155.0,70.69057114589056,3.25,43,4.45,54,2.53,58,77,0.7,Orthodox,0
Chris Clements,177.8,170.0,70.0,3.2,49,2.37,44,0.0,0,32,0.3,Orthodox,2
Jessica Rakoczy,170.18,115.0,68.57791622979092,2.5,44,3.55,64,0.75,20,0,0.8,Orthodox,0
Jimy Hettes,175.26,145.0,71.0,3.47,57,3.5,57,5.2,44,61,1.4,Unorthodox,0
Mirko Filipovic,187.96,230.0,73.0,2.11,50,1.89,63,0.19,40,78,0.3,Unorthodox,5
Seth Baczynski,190.5,170.0,75.0,3.08,31,3.14,51,0.89,16,48,0.8,Orthodox,0
Izabela Badurek,165.1,115.0,66.46526131369126,3.74,71,4.9,32,1.75,12,100,0.0,Orthodox,3
Marcin Bandel,177.8,155.0,71.74689860394038,0.79,50,5.26,23,0.0,0,0,0.0,Orthodox,2
Rocky Lee,175.26,145.0,70.69057114589056,2.47,51,5.33,44,1.0,10,33,0.0,Orthodox,2
Robert Peralta,172.72,145.0,71.0,3.76,44,2.97,53,0.59,66,65,0.0,Orthodox,5
Justin Jones,180.34,185.0,72.8032260619902,1.7,36,3.17,45,1.0,15,46,0.5,Orthodox,2
Josh Koscheck,177.8,170.0,73.0,1.79,36,2.27,63,2.46,48,64,0.4,Orthodox,5
Shayna Baszler,170.18,135.0,68.57791622979092,2.49,30,6.36,51,0.67,18,44,1.3,Orthodox,0
Cain Carrizosa,172.72,155.0,69.63424368784074,2.72,42,5.8,51,0.0,0,14,0.0,Orthodox,2
Jorge de Oliveira,172.72,155.0,69.63424368784074,1.26,31,4.84,48,0.0,0,22,0.0,Orthodox,2
Bentley Syler,162.56,125.0,65.40893385564144,1.3,18,1.73,79,0.0,0,75,0.0,Orthodox,3
Roger Narvaez,190.5,185.0,77.0285358941895,2.12,37,3.32,64,0.0,0,50,0.9,Unorthodox,0
Josh Copeland,185.42000000000002,265.0,74.91588097808986,1.03,31,3.01,55,0.0,0,57,0.0,Orthodox,2
Jake Lindsey,180.34,155.0,72.8032260619902,3.44,52,4.01,46,0.65,33,50,0.0,Unorthodox,2
Larissa Pacheco,170.18,135.0,68.57791622979092,1.21,19,4.14,55,0.0,0,0,0.0,Orthodox,2
Norifumi Yamamoto,162.56,135.0,66.0,2.09,45,2.01,57,0.41,22,45,0.0,Unorthodox,2
Ruan Potts,187.96,247.0,75.0,0.85,37,5.92,22,0.75,16,33,2.3,Orthodox,0
Alex Torres,177.8,145.0,71.74689860394038,2.47,37,2.73,69,2.0,22,50,0.0,Orthodox,2
William Macario,180.34,170.0,75.0,4.92,54,3.96,65,1.85,45,78,0.0,Orthodox,5
Josh Shockley,185.42000000000002,155.0,74.91588097808986,1.4,33,1.75,60,0.0,0,61,0.8,Orthodox,0
Patrick Walsh,180.34,185.0,72.8032260619902,2.03,19,2.83,64,3.0,54,100,1.5,Orthodox,0
Rodrigo de Lima,170.18,155.0,68.57791622979092,1.29,33,5.5,32,2.66,36,0,1.3,Orthodox,0
Ian McCall,165.1,125.0,64.0,3.59,39,3.25,67,2.08,30,88,0.0,Orthodox,5
Richardson Moreira,187.96,185.0,75.97220843613968,1.17,28,1.83,67,0.0,0,100,0.0,Orthodox,3
Andy Enz,190.5,185.0,78.0,3.51,23,5.32,57,0.0,0,58,0.0,Orthodox,2
Phil Davis,187.96,205.0,79.0,2.85,34,1.33,72,2.99,38,72,0.6,Orthodox,5
Akira Corassani,172.72,145.0,68.0,3.25,45,4.91,50,0.7,28,86,0.0,Orthodox,3
Andy Ogle,172.72,145.0,69.0,2.24,44,2.23,50,1.44,26,58,0.0,Orthodox,2
Stanislav Nedkov,180.34,205.0,71.0,3.33,43,5.39,43,2.77,41,0,0.0,Orthodox,2
Shane Howell,172.72,125.0,69.63424368784074,1.27,32,2.55,42,0.0,0,20,0.0,Orthodox,2
Matt Van Buren,195.58,205.0,79.14119081028915,7.73,45,6.82,49,0.0,0,50,0.0,Orthodox,2
Tateki Matsuda,170.18,125.0,68.57791622979092,3.2,34,3.43,69,0.0,0,16,0.0,Orthodox,2
Louis Gaudinot,160.02,125.0,63.0,2.34,37,6.42,48,0.57,40,31,1.1,Orthodox,0
Rodrigo Damm,170.18,155.0,71.0,3.5,36,5.61,57,0.44,16,80,0.3,Orthodox,3
Mats Nilsson,185.42000000000002,170.0,74.91588097808986,2.99,39,5.62,63,3.87,83,44,2.3,Orthodox,0
Alexis Dufresne,175.26,135.0,70.69057114589056,1.33,27,3.33,60,1.5,50,50,0.0,Orthodox,2
Mike Rhodes,185.42000000000002,170.0,74.0,3.2,39,4.13,64,0.96,33,75,0.5,Orthodox,5
Tom Niinimaki,175.26,145.0,69.0,1.91,54,2.31,58,2.97,46,33,0.5,Orthodox,5
Jamie Varner,172.72,155.0,71.0,2.92,34,2.55,58,3.49,53,66,0.8,Orthodox,0
Joe Ellenberger,175.26,155.0,72.0,1.62,47,3.45,48,3.17,40,0,1.1,Orthodox,0
Garett Whiteley,182.88,155.0,72.0,3.72,48,4.04,46,0.0,0,27,0.9,Orthodox,0
Dustin Kimura,170.18,135.0,71.0,1.33,21,3.82,51,0.93,37,50,2.2,Orthodox,0
Brendan Schaub,193.04,245.0,78.0,2.92,37,2.22,57,2.32,46,72,0.4,Orthodox,5
Matt Hobar,177.8,135.0,70.0,3.23,42,4.27,52,3.66,44,50,0.0,Unorthodox,5
Isaac Vallie-Flagg,172.72,155.0,70.0,5.56,47,5.6,45,0.2,12,58,0.0,Orthodox,2
Yves Edwards,175.26,155.0,73.0,2.91,42,2.34,66,0.76,53,69,0.7,Unorthodox,0
Juan Manuel Puig,175.26,145.0,70.69057114589056,4.91,23,7.17,51,0.0,0,0,0.0,Orthodox,2
Chris Heatherly,175.26,155.0,70.69057114589056,1.08,45,2.67,52,3.39,50,100,0.7,Orthodox,0
Humberto Brown Morrison,177.8,145.0,71.74689860394038,1.71,50,2.19,62,1.43,25,0,0.0,Orthodox,2
Rodolfo Rubio Perez,165.1,145.0,66.46526131369126,1.13,36,1.0,62,2.0,33,33,0.0,Orthodox,2
Charlie Brenneman,177.8,155.0,70.0,1.52,56,1.55,46,4.23,42,72,0.0,Orthodox,5
Tim Gorman,165.1,135.0,66.46526131369126,2.73,31,5.57,46,1.0,9,33,0.0,Unorthodox,2
Wagner Silva,182.88,170.0,73.85955352004002,1.69,29,2.87,65,0.0,0,58,0.0,Orthodox,2
Vagner Rocha,177.8,155.0,73.0,2.64,42,4.5,48,1.4,33,50,1.9,Orthodox,0
Guto Inocente,190.5,205.0,77.0285358941895,4.13,66,2.92,54,0.67,33,66,0.7,Orthodox,0
Luke Zachrich,187.96,185.0,74.0,4.56,32,4.46,62,0.74,33,80,0.0,Orthodox,3
Jumabieke Tuerxun,170.18,135.0,68.57791622979092,1.6,28,3.08,59,0.47,11,66,0.9,Orthodox,0
Fabricio Camoes,177.8,155.0,71.0,1.29,33,1.85,61,2.34,32,20,1.5,Orthodox,0
Bruno Santos,175.26,185.0,70.69057114589056,1.18,46,2.27,56,3.0,37,66,0.3,Orthodox,5
Anthony Njokuani,185.42000000000002,155.0,75.0,3.94,46,2.41,65,0.5,45,53,0.2,Orthodox,2
Tor Troeng,187.96,185.0,75.97220843613968,1.16,46,3.26,32,0.62,7,66,0.3,Orthodox,2
Ernest Chavez,172.72,145.0,70.0,2.79,40,3.89,59,0.89,33,50,0.0,Orthodox,2
Amir Sadollah,177.8,170.0,75.0,4.71,46,3.55,60,0.57,27,60,0.3,Orthodox,2
Takenori Sato,177.8,170.0,71.74689860394038,0.46,33,12.92,9,0.0,0,0,0.0,Unorthodox,1
Kazuki Tokudome,180.34,155.0,73.0,2.26,41,3.63,53,2.0,38,78,0.0,Unorthodox,5
Dashon Johnson,170.18,145.0,68.57791622979092,1.01,69,3.83,35,0.85,33,63,0.8,Orthodox,0
Paulo Thiago,180.34,170.0,74.0,1.71,39,1.99,63,1.42,31,63,1.2,Orthodox,0
Johnny Bedford,177.8,135.0,71.0,4.53,50,1.75,63,1.83,62,62,0.0,Orthodox,5
Francis Carmont,190.5,205.0,78.0,2.22,42,1.64,59,1.79,36,73,0.6,Orthodox,5
Cung Le,175.26,185.0,70.0,4.36,48,2.98,66,1.37,71,88,0.3,Unorthodox,5
Jianping Yang,170.18,145.0,68.57791622979092,1.4,26,2.07,65,1.0,25,33,0.0,Orthodox,2
Sai Wang,182.88,170.0,73.85955352004002,3.17,46,2.27,53,0.0,0,77,0.0,Unorthodox,3
Danny Mitchell,187.96,170.0,75.97220843613968,2.53,49,2.53,52,0.0,0,100,3.0,Orthodox,0
Roland Delorme,175.26,135.0,71.0,2.28,44,4.32,40,2.51,34,42,1.6,Orthodox,0
Anying Wang,182.88,170.0,73.85955352004002,1.32,26,1.63,44,0.0,0,33,0.0,Orthodox,2
Jack May,203.2,255.0,82.31017318443861,1.52,38,3.29,33,0.91,33,20,0.0,Unorthodox,2
Kyle Kingsbury,193.04,205.0,79.0,2.97,40,3.81,51,2.64,41,52,0.0,Orthodox,2
Hernani Perpetuo,182.88,170.0,73.85955352004002,2.73,29,4.37,55,0.0,0,37,0.5,Orthodox,2
Steven Siler,180.34,145.0,70.0,3.21,41,2.96,54,0.47,21,55,1.6,Orthodox,0
Phil Harris,162.56,125.0,65.0,2.34,26,3.16,68,1.76,21,60,0.0,Orthodox,2
Mike King,190.5,185.0,77.0285358941895,4.44,58,1.29,72,1.75,25,40,3.5,Orthodox,0
Cody Donovan,190.5,205.0,74.0,5.61,59,5.44,45,1.67,28,0,1.7,Orthodox,0
Pat Healy,182.88,155.0,72.0,2.57,36,2.57,50,3.08,37,55,1.1,Orthodox,0
Tina Lahdemaki,157.48,115.0,63.29627893954178,1.93,20,4.67,57,0.0,0,16,0.0,Orthodox,2
Daniel Spohn,193.04,205.0,79.0,2.42,49,1.6,53,0.0,0,28,2.5,Unorthodox,0
Robert Drysdale,190.5,205.0,77.0285358941895,0.0,0,0.0,0,7.32,100,0,21.9,Orthodox,0
Guilherme Vasconcelos,182.88,185.0,73.85955352004002,3.27,29,4.4,70,0.0,0,0,0.0,Orthodox,2
Colton Smith,182.88,155.0,71.0,1.64,41,2.3,51,4.09,36,25,1.4,Orthodox,0
Chris Indich,177.8,170.0,71.74689860394038,1.31,30,4.32,43,0.75,50,50,1.5,Orthodox,0
Mike Easton,167.64000000000001,135.0,70.0,3.51,37,4.28,61,0.75,22,66,0.0,Unorthodox,2
Jason High,172.72,155.0,73.0,1.28,42,1.56,48,2.36,63,37,2.8,Unorthodox,0
Lance Benoist,180.34,170.0,72.0,3.68,51,2.7,56,1.5,33,61,0.0,Unorthodox,2
Bobby Voelker,182.88,170.0,74.0,4.01,35,5.84,42,1.04,50,66,0.0,Orthodox,2
Chris Holdsworth,180.34,135.0,72.8032260619902,1.85,29,1.94,58,3.38,62,100,2.0,Orthodox,0
Ben Wall,177.8,155.0,71.74689860394038,1.47,29,8.53,29,0.0,0,100,0.0,Orthodox,1
Anthony Lapsley,175.26,170.0,70.69057114589056,0.53,34,0.58,66,0.0,0,20,0.0,Unorthodox,2
Estevan Payan,177.8,145.0,71.74689860394038,4.25,42,3.58,57,0.36,100,60,0.4,Orthodox,5
Mark Bocek,172.72,155.0,75.0,2.34,43,2.32,60,3.65,36,31,1.3,Orthodox,0
Ronny Markes,185.42000000000002,185.0,75.0,2.17,53,2.43,45,3.13,40,100,0.5,Orthodox,5
Thiago Perpetuo,177.8,170.0,71.74689860394038,5.39,69,3.51,51,2.82,50,66,0.0,Orthodox,5
Jake Shields,182.88,170.0,72.0,2.45,36,1.8,56,2.83,29,35,1.2,Orthodox,0
Renee Forte,170.18,155.0,71.0,2.08,32,2.12,63,2.32,58,66,0.0,Orthodox,5
Will Campuzano,175.26,125.0,70.0,2.43,31,3.82,57,0.88,45,48,0.2,Orthodox,2
Robert McDaniel,190.5,185.0,75.0,1.64,44,1.98,56,0.93,50,50,1.4,Unorthodox,0
Melvin Guillard,175.26,155.0,71.0,2.96,40,1.85,66,1.3,63,61,0.2,Orthodox,5
Cyrille Diabate,198.12,205.0,81.0,4.06,71,1.78,60,1.17,83,53,0.2,Unorthodox,5
John Hathaway,185.42000000000002,170.0,75.0,3.4,40,1.8,62,2.61,43,60,0.9,Orthodox,0
Ivan Menjivar,167.64000000000001,145.0,64.0,2.78,37,2.76,65,0.56,28,38,1.0,Orthodox,0
Nam Phan,167.64000000000001,135.0,70.0,4.52,37,6.55,59,0.18,18,60,0.2,Orthodox,2
Albert Cheng,180.34,170.0,72.8032260619902,1.0,41,2.6,71,0.0,0,0,0.0,Orthodox,2
TJ Waldburger,180.34,170.0,75.0,2.02,51,2.39,40,3.03,46,40,4.8,Orthodox,0
Rafaello Oliveira,172.72,155.0,71.0,2.19,33,3.38,59,2.49,36,11,1.6,Orthodox,0
Cristiano Marcello,175.26,155.0,72.0,2.56,33,3.61,58,0.44,11,20,0.9,Orthodox,0
Nick Catone,182.88,185.0,72.0,2.11,44,2.32,63,3.71,44,83,0.5,Unorthodox,5
Ramiro Hernandez,175.26,135.0,70.69057114589056,2.72,28,5.51,64,0.0,0,0,0.0,Orthodox,2
Mike Rio,177.8,155.0,70.0,1.68,39,2.99,53,2.58,27,0,1.0,Orthodox,0
Brian Houston,187.96,185.0,75.97220843613968,1.9,35,3.67,53,0.95,100,87,0.0,Orthodox,5
Shunichi Shimizu,165.1,135.0,66.46526131369126,0.14,33,4.68,30,0.0,0,0,0.0,Orthodox,2
Will Chope,193.04,145.0,78.08486335223932,4.43,27,9.93,46,0.0,0,0,0.0,Unorthodox,2
Quinn Mulhern,190.5,155.0,77.0285358941895,1.48,28,2.09,51,1.36,20,33,0.0,Orthodox,2
Dave Galera,180.34,135.0,72.8032260619902,1.67,69,0.53,33,0.0,0,14,2.0,Orthodox,0
Chris Leben,180.34,185.0,73.0,2.87,42,2.87,52,1.14,41,53,0.8,Unorthodox,0
Mac Danzig,172.72,155.0,70.0,3.39,48,3.44,57,1.2,37,46,0.6,Orthodox,2
Cody McKenzie,182.88,155.0,72.0,1.74,34,2.5,67,2.5,25,14,2.5,Unorthodox,0
Roger Bowling,175.26,155.0,68.0,3.9,47,3.86,51,3.09,43,27,0.9,Orthodox,0
Darren Uyenoyama,167.64000000000001,125.0,65.0,1.34,39,2.21,66,1.42,33,35,0.7,Orthodox,0
Pat Barry,180.34,235.0,74.0,2.72,52,3.54,59,0.0,0,76,0.2,Orthodox,3
Julie Kedzie,165.1,135.0,66.46526131369126,2.9,36,3.18,46,1.14,23,78,0.0,Orthodox,2
Nick Ring,182.88,185.0,74.0,3.52,42,3.48,62,1.36,36,52,0.3,Unorthodox,2
Peggy Morgan,185.42000000000002,135.0,74.91588097808986,2.27,23,8.2,33,0.0,0,50,0.0,Orthodox,2
Chael Sonnen,185.42000000000002,205.0,73.0,3.08,43,1.1,62,3.81,59,66,0.4,Unorthodox,5
Edwin Figueroa,170.18,135.0,69.0,2.57,39,3.06,51,0.2,100,37,0.6,Orthodox,5
Jose Maria,165.1,125.0,66.46526131369126,3.2,53,3.98,52,2.32,27,33,2.3,Orthodox,0
Alessio Sakara,182.88,185.0,72.0,3.96,47,2.8,59,2.18,78,62,0.0,Orthodox,5
Rosi Sexton,160.02,135.0,64.35260639759161,3.31,39,7.42,41,0.75,10,80,0.0,Orthodox,2
Michael Kuiper,182.88,185.0,73.0,3.28,54,3.62,54,2.3,55,79,0.0,Orthodox,5
George Sotiropoulos,177.8,155.0,71.0,2.61,27,2.52,67,2.32,31,53,1.6,Orthodox,0
Adlan Amagov,187.96,170.0,76.0,3.29,47,0.82,78,5.84,56,100,0.0,Orthodox,5
Jeremy Larsen,177.8,145.0,70.0,4.87,48,5.75,57,2.49,33,0,0.0,Orthodox,2
Dustin Pague,175.26,135.0,74.0,1.65,53,2.96,41,1.03,44,55,2.6,Orthodox,0
Thiago Silva,187.96,205.0,74.0,3.92,50,2.55,67,1.03,47,70,0.7,Orthodox,0
Matt Hamill,185.42000000000002,205.0,76.0,3.69,42,3.8,61,3.0,34,91,0.0,Orthodox,5
Joey Beltran,185.42000000000002,185.0,75.0,4.92,36,5.27,54,0.48,18,75,0.0,Orthodox,3
Rousimar Palhares,172.72,170.0,71.0,1.75,51,2.04,59,3.93,45,0,4.1,Orthodox,0
David Mitchell,182.88,170.0,75.0,1.74,32,2.06,55,0.66,50,29,2.0,Orthodox,0
Iliarde Santos,165.1,125.0,67.0,3.0,30,6.1,57,1.66,23,83,0.0,Orthodox,3
Mike Ricci,182.88,155.0,76.0,1.8,32,1.64,65,0.67,100,54,0.0,Unorthodox,5
Nandor Guelmino,190.5,230.0,77.0285358941895,3.62,56,3.16,33,0.0,0,42,0.0,Orthodox,2
Marcos Vinicius,175.26,125.0,70.69057114589056,1.93,49,2.91,47,0.0,0,25,0.5,Orthodox,2
Joao Zeferino,180.34,170.0,72.8032260619902,0.83,36,2.6,48,0.5,5,50,1.0,Orthodox,0
Keith Wisniewski,182.88,170.0,73.85955352004002,2.32,52,4.86,42,1.57,40,78,0.3,Orthodox,5
Yuri Villefort,182.88,170.0,73.0,3.18,43,5.42,55,2.0,35,40,0.3,Orthodox,2
Brandon Vera,190.5,230.0,78.0,3.03,56,2.81,52,0.7,53,59,0.2,Orthodox,5
Pascal Krauss,185.42000000000002,170.0,74.91588097808986,5.45,47,3.88,59,1.53,50,60,0.9,Orthodox,0
Ryan Couture,177.8,155.0,73.0,3.54,45,2.87,54,1.55,29,46,1.3,Orthodox,0
Jared Hamman,190.5,185.0,75.0,5.15,42,3.93,55,1.57,46,30,0.0,Orthodox,2
Martin Kampmann,182.88,170.0,72.0,3.22,42,3.28,62,1.86,41,78,2.0,Orthodox,0
Brian Melancon,172.72,170.0,69.63424368784074,4.18,49,3.64,64,2.02,100,66,0.0,Orthodox,5
Papy Abedi,180.34,185.0,72.8032260619902,2.8,55,3.15,48,3.47,57,50,1.3,Unorthodox,0
James Head,185.42000000000002,170.0,73.0,2.75,48,3.11,49,0.41,100,66,0.8,Orthodox,0
Ben Alloway,180.34,170.0,76.0,1.28,49,1.9,59,0.62,50,26,0.0,Orthodox,2
Mike Brown,167.64000000000001,145.0,70.0,2.98,44,2.45,60,3.23,40,66,0.6,Orthodox,5
Vinny Magalhaes,190.5,205.0,75.0,2.14,24,3.97,68,1.55,44,66,0.8,Orthodox,0
Sheila Gaff,165.1,135.0,66.46526131369126,1.6,50,2.89,28,0.0,0,20,0.0,Orthodox,2
Josh Clopton,167.64000000000001,145.0,67.5215887717411,1.6,64,2.87,50,2.0,66,75,0.0,Orthodox,5
Ednaldo Oliveira,195.58,205.0,79.14119081028915,1.03,22,1.8,52,0.0,0,42,0.0,Orthodox,2
Bristol Marunde,185.42000000000002,170.0,75.0,1.42,21,4.4,47,1.6,33,14,0.0,Orthodox,2
Aaron Riley,172.72,155.0,69.0,3.45,34,3.78,61,1.18,34,60,0.1,Unorthodox,2
John Albert,172.72,135.0,68.0,3.05,49,2.82,35,0.0,0,50,6.1,Orthodox,0
Roger Gracie,193.04,185.0,79.0,1.78,35,1.79,61,1.87,53,60,1.9,Orthodox,0
Dave Herman,193.04,242.0,77.0,4.98,60,3.78,48,1.49,100,58,0.0,Orthodox,5
Sean Pierson,182.88,170.0,76.0,3.84,39,3.73,64,0.39,18,66,0.4,Unorthodox,2
John Maguire,175.26,155.0,69.0,1.41,41,2.44,65,2.8,46,77,1.1,Unorthodox,0
Eddie Mendez,177.8,185.0,71.74689860394038,1.71,33,3.43,11,0.0,0,0,0.0,Orthodox,2
Karlos Vemola,182.88,185.0,75.0,1.67,44,2.13,37,1.93,25,31,1.7,Orthodox,0
TJ Grant,177.8,155.0,72.0,3.95,54,3.21,56,1.63,43,36,0.6,Orthodox,2
Nah-Shon Burrell,180.34,170.0,72.8032260619902,4.83,47,3.45,56,0.0,0,52,0.3,Orthodox,2
Brian Bowles,170.18,135.0,70.0,2.36,26,2.98,64,1.39,70,54,1.4,Orthodox,0
John Cholish,180.34,155.0,74.0,2.65,49,2.29,73,1.82,31,78,0.4,Orthodox,5
Roger Hollett,180.34,205.0,72.8032260619902,1.83,47,6.47,34,1.0,28,30,0.0,Orthodox,2
Azamat Gashimov,167.64000000000001,125.0,67.5215887717411,1.24,21,4.75,53,1.69,25,0,0.0,Orthodox,2
Alan Belcher,187.96,185.0,75.0,2.7,41,3.1,59,0.44,26,55,0.9,Orthodox,0
Cheick Kongo,193.04,240.0,82.0,3.33,56,1.28,54,2.3,56,52,0.2,Orthodox,5
Leonard Garcia,177.8,145.0,68.0,2.77,24,4.79,52,0.3,26,42,0.5,Orthodox,2
Clifford Starks,182.88,185.0,78.0,1.94,33,2.49,58,1.94,100,60,0.0,Orthodox,5
Gilbert Smith,175.26,185.0,70.69057114589056,1.09,41,2.73,35,3.51,60,0,1.2,Unorthodox,0
Collin Hart,185.42000000000002,185.0,74.91588097808986,6.33,44,7.53,51,2.0,16,50,0.0,Orthodox,2
Jimmy Quinlan,182.88,185.0,73.85955352004002,2.08,70,5.94,16,4.46,25,0,0.0,Orthodox,2
Bart Palaszewski,175.26,145.0,70.0,2.67,32,3.97,57,0.65,31,53,0.5,Orthodox,2
Justin Lawrence,172.72,145.0,67.0,3.84,35,2.83,67,0.72,28,73,0.0,Orthodox,3
Philip De Fries,195.58,250.0,79.0,2.3,47,3.0,37,3.29,42,100,0.6,Orthodox,5
Pablo Garza,185.42000000000002,145.0,73.0,3.37,44,2.7,50,0.94,25,15,1.3,Orthodox,0
Adam Cella,187.96,170.0,75.97220843613968,1.91,42,2.61,51,3.92,75,50,1.3,Orthodox,0
Chris Spang,187.96,170.0,75.97220843613968,1.83,36,1.95,60,0.0,0,50,0.9,Orthodox,0
Besam Yousef,180.34,170.0,72.8032260619902,3.14,53,3.98,38,1.33,66,50,0.0,Orthodox,5
Colin Fletcher,187.96,155.0,75.97220843613968,3.1,34,2.97,62,0.0,0,27,0.0,Orthodox,2
Antonio Carvalho,175.26,145.0,70.0,3.03,29,3.62,64,0.0,0,100,0.0,Orthodox,3
Issei Tamura,165.1,135.0,63.0,1.89,53,4.58,44,0.92,25,33,0.0,Orthodox,2
Reuben Duran,170.18,135.0,71.0,3.19,49,2.61,50,0.98,23,25,0.7,Orthodox,2
Wanderlei Silva,180.34,205.0,74.0,2.79,40,2.19,60,0.97,53,62,0.6,Orthodox,5
Brian Stann,185.42000000000002,205.0,74.0,3.28,42,2.65,59,0.12,12,60,0.3,Orthodox,2
Riki Fukuda,182.88,185.0,73.0,4.24,43,3.71,64,2.17,43,70,0.0,Unorthodox,5
Josh Neer,180.34,170.0,72.0,3.29,46,3.63,58,1.09,34,46,1.3,Orthodox,0
Lavar Johnson,193.04,240.0,82.0,5.39,55,2.54,55,0.61,66,54,0.6,Orthodox,5
Anton Kuivanen,172.72,155.0,72.0,2.27,38,1.63,67,1.2,100,71,0.4,Orthodox,5
Matt Grice,172.72,145.0,70.0,4.09,53,2.69,56,2.19,37,82,0.5,Orthodox,5
Caros Fodor,175.26,155.0,74.0,2.76,54,2.83,54,2.1,25,50,0.0,Orthodox,2
Brock Jardine,180.34,170.0,72.8032260619902,1.06,30,3.34,56,0.0,0,14,0.8,Orthodox,0
Jon Manley,185.42000000000002,170.0,74.91588097808986,1.13,20,4.33,45,1.0,7,20,0.0,Orthodox,2
Jorge Santiago,185.42000000000002,170.0,75.0,1.69,35,2.62,56,0.58,30,52,0.8,Orthodox,0
Che Mills,185.42000000000002,170.0,76.0,2.08,52,2.87,43,1.18,66,58,0.0,Orthodox,5
Matthew Riddle,185.42000000000002,170.0,76.0,3.01,42,2.74,54,3.51,50,89,0.5,Unorthodox,5
Terry Etim,185.42000000000002,155.0,73.0,2.16,35,2.53,67,0.43,30,39,1.4,Orthodox,0
Paul Sass,182.88,155.0,73.0,0.53,26,1.9,51,0.53,16,33,7.4,Orthodox,0
Josh Grispi,180.34,145.0,74.0,1.44,41,3.71,50,1.97,36,16,2.2,Orthodox,0
Motonobu Tezuka,170.18,135.0,68.57791622979092,0.87,23,2.8,51,1.5,11,0,0.5,Unorthodox,2
Ulysses Gomez,167.64000000000001,125.0,67.5215887717411,2.72,25,3.57,68,0.0,0,0,0.0,Orthodox,2
Jon Fitch,182.88,170.0,74.0,2.61,50,1.65,54,3.6,51,56,0.8,Orthodox,0
Jay Hieron,182.88,170.0,75.0,1.66,32,1.89,61,4.05,60,66,1.0,Orthodox,0
Jacob Volkmann,175.26,155.0,71.0,1.19,34,1.78,52,3.19,48,52,2.0,Unorthodox,0
Mike Stumpf,177.8,170.0,71.74689860394038,3.34,43,8.85,47,1.59,25,33,0.8,Orthodox,0
Vladimir Matyushenko,182.88,205.0,74.0,1.9,44,1.62,59,3.25,46,70,0.1,Orthodox,5
Mike Russow,185.42000000000002,255.0,73.0,1.55,47,2.9,59,4.66,43,0,0.7,Orthodox,0
Simeon Thoresen,185.42000000000002,170.0,79.0,3.85,43,3.85,64,1.12,40,50,1.7,Orthodox,0
Milton Vieira,182.88,145.0,73.85955352004002,1.13,35,2.36,48,2.67,53,12,0.7,Orthodox,0
Diego Nunes,167.64000000000001,145.0,67.0,2.72,43,2.59,58,1.18,44,65,0.6,Orthodox,5
Pedro Nobre,165.1,135.0,66.46526131369126,1.37,30,9.16,35,0.0,0,0,0.0,Orthodox,2
Wagner Prado,182.88,205.0,74.0,1.72,40,3.06,50,0.0,0,22,0.0,Unorthodox,2
CJ Keith,182.88,155.0,73.85955352004002,0.86,50,1.82,50,0.0,0,62,0.0,Orthodox,2
Byron Bloodworth,172.72,135.0,69.63424368784074,1.82,28,5.18,50,0.0,0,0,0.0,Orthodox,2
Shane del Rosario,193.04,250.0,78.08486335223932,3.93,60,2.97,54,1.2,40,16,2.4,Unorthodox,0
Jonathan Brookins,182.88,145.0,74.0,2.69,39,3.63,56,1.94,17,80,0.3,Unorthodox,3
John Cofer,175.26,155.0,70.69057114589056,2.73,41,3.43,62,1.22,50,64,0.0,Unorthodox,5
Jared Papazian,172.72,135.0,67.0,3.33,39,3.81,44,0.0,0,50,0.0,Unorthodox,2
Manuel Rodriguez,175.26,170.0,70.69057114589056,0.81,33,3.23,38,9.09,75,0,0.0,Orthodox,5
Brendan Loughnane,177.8,145.0,70.0,6.23,63,6.7,53,1.5,30,92,0.0,Unorthodox,3
Nick Penner,193.04,205.0,78.08486335223932,1.25,30,4.6,38,0.0,0,40,0.0,Unorthodox,2
Henry Martinez,170.18,155.0,69.0,2.79,25,4.01,60,0.0,0,80,0.0,Unorthodox,3
Marcus LeVesseur,175.26,155.0,70.0,2.55,64,3.7,37,3.89,36,83,0.6,Unorthodox,5
Mark Hominick,172.72,145.0,68.0,4.08,42,4.18,69,0.25,66,71,0.9,Orthodox,0
